Id,Title,Episodes,Duration,Genres,Season,EndDate,AlternativeTitle,AniListId
1,Naruto,220,23,["Action","Adventure","Comedy","Drama","Fantasy","Supernatural"],Unknown,NULL,[],0
2,Bleach,366,24,["Action","Adventure","Supernatural"],Unknown,NULL,[],269
3,JUJUTSU KAISEN,24,24,["Action","Drama","Supernatural"],Unknown,NULL,[],113415
4,Sword Art Online,25,23,["Action","Adventure","Fantasy","Romance"],Unknown,NULL,[],11757
5,Sword Art Online Alternative: Gun Gale Online II,12,24,["Action","Sci-Fi"],Unknown,NULL,[],167141

